marque,modele,periode,moteur,distribution,puissance_ch,entretien_km,entretien_ans,brand_slug,model_slug
Smart,Fortwo Turbo / Brabus,Fortwo Turbo / Brabus 1.0 Turbo 3cyl W451 (2007-2014),1.0 Turbo 3cyl,CHAÎNE,102,-,-,smart,fortwo-turbo-brabus
Smart,Roadster / Roadster-Coupé,Roadster / Roadster-Coupé 0.7 Turbo essence 3cyl R452 (2003-2006),0.7 Turbo essence 3cyl,CHAÎNE,61-82,-,-,smart,roadster-roadster-coupe
Smart,Roadster / Roadster-Coupé,Roadster / Roadster-Coupé 0.7 Turbo essence 3cyl R452 (2003-2006),0.7 Turbo essence 3cyl,CHAÎNE,101 (Brabus),-,-,smart,roadster-roadster-coupe
Subaru,BRZ,BRZ 2.0 NA ZC6 (2012-2020),2.0 NA,CHAÎNE,200-205,-,-,subaru,brz
Subaru,BRZ,BRZ 2.4 NA ZN8 (2021-2025),2.4 NA,CHAÎNE,231-235,-,-,subaru,brz
Subaru,Crosstrek,Crosstrek 2.0 e-BOXER GU (2023-2025),2.0 e-BOXER,CHAÎNE,136-150 (sys),-,-,subaru,crosstrek
Subaru,Forester,Forester 2.0 NA SF/SG (2000-2008),2.0 NA,COURROIE,125-230,100000-105000 km,-,subaru,forester
Subaru,Forester,Forester 2.0 Turbo SF/SG (2000-2008),2.0 Turbo,COURROIE,125-230,100000-105000 km,-,subaru,forester
Subaru,Forester,Forester 2.0 SH (2008-2013),2.0,COURROIE,150-173,105000-120000 km,-,subaru,forester
Subaru,Forester,Forester 2.5 NA SH (2008-2013),2.5 NA,COURROIE,150,105000-120000 km,-,subaru,forester
Subaru,Forester,Forester 2.0D SH (2008-2013),2.0D,COURROIE,150,105000-120000 km,-,subaru,forester
Subaru,Forester,Forester 2.0 NA SJ (2013-2018),2.0 NA,CHAÎNE,150,-,-,subaru,forester
Subaru,Forester,Forester 2.0T SJ (2013-2018),2.0T,CHAÎNE,241,-,-,subaru,forester
Subaru,Forester,Forester 2.0D SJ (2013-2018),2.0D,COURROIE,147-150,105000-120000 km,-,subaru,forester
Subaru,Forester,Forester 2.0 e-BOXER SK (2019-2024),2.0 e-BOXER,CHAÎNE,150-182 (système),-,-,subaru,forester
Subaru,Forester,Forester 1.8 Turbo (certains marchés) SK (2021-2025),1.8 Turbo (certains marchés),CHAÎNE,177,-,-,subaru,forester
Subaru,Impreza,Impreza 2.0 NA GD/GG (2000-2007),2.0 NA,COURROIE,125-280,100000-105000 km,-,subaru,impreza
Subaru,Impreza,Impreza 2.0 Turbo GD/GG (2000-2007),2.0 Turbo,COURROIE,125-280,100000-105000 km,-,subaru,impreza
Subaru,Impreza,Impreza 1.5 GE/GH/GR (2007-2011),1.5,COURROIE,107-230,100000-105000 km,-,subaru,impreza
Subaru,Impreza,Impreza 2.0 NA GE/GH/GR (2007-2011),2.0 NA,COURROIE,265,100000-105000 km,-,subaru,impreza
Subaru,Impreza,Impreza 2.5T GE/GH/GR (2007-2011),2.5T,COURROIE,265,100000-105000 km,-,subaru,impreza
Subaru,Impreza,Impreza 1.6 GK/GT (2017-2023),1.6,CHAÎNE,114,-,-,subaru,impreza
Subaru,Impreza,Impreza 2.0 e-BOXER GK/GT (2017-2023),2.0 e-BOXER,CHAÎNE,150 (système HEV),-,-,subaru,impreza
Subaru,Impreza,Impreza 1.6 GP/GJ (2011-2016),1.6,CHAÎNE,114-150,-,-,subaru,impreza
Subaru,Impreza,Impreza 2.0 NA GP/GJ (2011-2016),2.0 NA,CHAÎNE,114-150,-,-,subaru,impreza
Subaru,Impreza,Impreza 2.0 e-BOXER GU (2024-2025),2.0 e-BOXER,CHAÎNE,136-150 (système),-,-,subaru,impreza
Subaru,Legacy,Legacy 2.0 BH/BP (2000-2009),2.0,COURROIE,138-245,100000-105000 km,-,subaru,legacy
Subaru,Legacy,Legacy 2.5 NA BH/BP (2000-2009),2.5 NA,CHAÎNE,138-245,-,-,subaru,legacy
Subaru,Legacy,Legacy 3.0R BH/BP (2000-2009),3.0R,CHAÎNE,138-245,-,-,subaru,legacy
Subaru,Legacy,Legacy 2.0 BM/BR (2009-2014),2.0,COURROIE,150-265,105000-120000 km,-,subaru,legacy
Subaru,Legacy,Legacy 2.5 NA BM/BR (2009-2014),2.5 NA,COURROIE,150,105000-120000 km,-,subaru,legacy
Subaru,Legacy,Legacy 2.5T BM/BR (2009-2014),2.5T,COURROIE,150,105000-120000 km,-,subaru,legacy
Subaru,Legacy,Legacy 2.0D BM/BR (2009-2014),2.0D,COURROIE,150,105000-120000 km,-,subaru,legacy
Subaru,Levorg,Levorg 1.6 Turbo VM (2014-2020),1.6 Turbo,CHAÎNE,170-177,-,-,subaru,levorg
Subaru,Levorg,Levorg 2.0 NA (JDM) VM (2014-2020),2.0 NA (JDM),CHAÎNE,170-177,-,-,subaru,levorg
Subaru,Levorg,Levorg 1.8 Turbo VN (2020-2022 EU),1.8 Turbo,CHAÎNE,174-177,-,-,subaru,levorg
Subaru,Outback,Outback 2.5 NA BP/BL (2003-2009),2.5 NA,COURROIE,165-245,100000-105000 km,-,subaru,outback
Subaru,Outback,Outback 3.0R BP/BL (2003-2009),3.0R,CHAÎNE,165-245,-,-,subaru,outback
Subaru,Outback,Outback 2.0D BR (2009-2014),2.0D,COURROIE,150,105000-120000 km,-,subaru,outback
Subaru,Outback,Outback 2.5 NA BR (2009-2014),2.5 NA,COURROIE,167,105000-120000 km,-,subaru,outback
Subaru,Outback,Outback 3.6R BR (2009-2014),3.6R,CHAÎNE,260,-,-,subaru,outback
Subaru,Outback,Outback 2.5 NA BS (2015-2020),2.5 NA,CHAÎNE,175,-,-,subaru,outback
Subaru,Outback,Outback 2.0D BS (2015-2020),2.0D,COURROIE,150,105000-120000 km,-,subaru,outback
Subaru,Outback,Outback 2.5 NA e-BOXER (EU) BT (2021-2025),2.5 NA e-BOXER (EU),CHAÎNE,169-182 (système),-,-,subaru,outback
Subaru,Tribeca,Tribeca 3.0 WX (2005-2010 EU),3.0,CHAÎNE,245-258,-,-,subaru,tribeca
Subaru,Tribeca,Tribeca 3.6 H6 WX (2005-2010 EU),3.6 H6,CHAÎNE,245-258,-,-,subaru,tribeca
Subaru,WRX,WRX 2.0 Turbo VA (2014-2018 EU),2.0 Turbo,CHAÎNE,268-300,-,-,subaru,wrx
Subaru,WRX STI,WRX STI 2.5 Turbo VA (2014-2018 EU),2.5 Turbo,COURROIE,300-310,100000-105000 km,-,subaru,wrx-sti
Subaru,XV (Crosstrek),XV (Crosstrek) 1.6 GP (2012-2017),1.6,CHAÎNE,114,-,-,subaru,xv-crosstrek
Subaru,XV (Crosstrek),XV (Crosstrek) 2.0 NA GP (2012-2017),2.0 NA,COURROIE,150,105000-120000 km,-,subaru,xv-crosstrek
Subaru,XV (Crosstrek),XV (Crosstrek) 2.0D GP (2012-2017),2.0D,COURROIE,147,105000-120000 km,-,subaru,xv-crosstrek
Subaru,XV (Crosstrek),XV (Crosstrek) 1.6 GT (2017-2023),1.6,CHAÎNE,114,-,-,subaru,xv-crosstrek
Subaru,XV (Crosstrek),XV (Crosstrek) 2.0 e-BOXER GT (2017-2023),2.0 e-BOXER,CHAÎNE,150 (sys),-,-,subaru,xv-crosstrek
Suzuki,Across,Across 2.5 PHEV A5 (2020-2025),2.5 PHEV,CHAÎNE,306 (système),-,-,suzuki,across
Suzuki,Alto,Alto 1.1 Essence HA12/HA23 (2000-2004),1.1 Essence,CHAÎNE,63-67,-,-,suzuki,alto
Suzuki,Alto,Alto 1.1 Essence HA24 (2004-2008),1.1 Essence,CHAÎNE,68,-,-,suzuki,alto
Suzuki,Alto,Alto 1.0 Essence HA25 (2009-2014),1.0 Essence,CHAÎNE,68,-,-,suzuki,alto
Suzuki,Alto,Alto 1.0 Essence HA35 (2014-2019 EU),1.0 Essence,CHAÎNE,68,-,-,suzuki,alto
Suzuki,Baleno,Baleno 1.3 RD (1999-2002 EU fin),1.3,CHAÎNE,86-98,-,-,suzuki,baleno
Suzuki,Baleno,Baleno 1.6 Essence RD (1999-2002 EU fin),1.6 Essence,CHAÎNE,86-98,-,-,suzuki,baleno
Suzuki,Baleno,Baleno 1.0 Boosterjet WB (2016-2020),1.0 Boosterjet,CHAÎNE,90-111,-,-,suzuki,baleno
Suzuki,Baleno,Baleno 1.2 Dualjet WB (2016-2020),1.2 Dualjet,CHAÎNE,90-111,-,-,suzuki,baleno
Suzuki,Celerio,Celerio 1.0 Essence LF (2014-2020),1.0 Essence,CHAÎNE,68-73,-,-,suzuki,celerio
Suzuki,Grand Vitara,Grand Vitara 1.6 FT/GT (1998-2005 EU fin),1.6,CHAÎNE,94-140,-,-,suzuki,grand-vitara
Suzuki,Grand Vitara,Grand Vitara 2.0 Essence FT/GT (1998-2005 EU fin),2.0 Essence,COURROIE,90-109,180000 km,-,suzuki,grand-vitara
Suzuki,Grand Vitara,Grand Vitara 2.0 HDi FT/GT (1998-2005 EU fin),2.0 HDi,COURROIE,90-109,180000 km,-,suzuki,grand-vitara
Suzuki,Ignis,Ignis 1.3 HR (2000-2006),1.3,CHAÎNE,83-99,-,-,suzuki,ignis
Suzuki,Ignis,Ignis 1.5 Essence HR (2000-2006),1.5 Essence,CHAÎNE,83-99,-,-,suzuki,ignis
Suzuki,Ignis,Ignis 1.2 Dualjet Hybrid MF (2016-2025),1.2 Dualjet Hybrid,CHAÎNE,83-90,-,-,suzuki,ignis
Suzuki,Ignis (diesel),Ignis (diesel) 1.3 DDiS HR (2003-2006),1.3 DDiS,CHAÎNE,70,-,-,suzuki,ignis-diesel
Suzuki,Jimny,Jimny 1.3 Essence JB43 (1998-2018),1.3 Essence,CHAÎNE,80-85,-,-,suzuki,jimny
Suzuki,Jimny,Jimny 1.5 Essence JB74 (2018-2025),1.5 Essence,CHAÎNE,102-105,-,-,suzuki,jimny
Suzuki,Kizashi,Kizashi 2.4 Essence FR (2010-2014 EU),2.4 Essence,CHAÎNE,178-188,-,-,suzuki,kizashi
Suzuki,Liana,Liana 1.3 ER (2001-2007),1.3,CHAÎNE,90-125,-,-,suzuki,liana
Suzuki,Liana,Liana 1.6 ER (2001-2007),1.6,CHAÎNE,90-125,-,-,suzuki,liana
Suzuki,Liana,Liana 1.8 Essence ER (2001-2007),1.8 Essence,CHAÎNE,90-125,-,-,suzuki,liana
Suzuki,Liana (diesel),Liana (diesel) 1.4 ER (2003-2007),1.4,COURROIE,68-90,180000 km,-,suzuki,liana-diesel
Suzuki,Liana (diesel),Liana (diesel) 1.6 HDi ER (2003-2007),1.6 HDi,COURROIE,68-90,180000 km,-,suzuki,liana-diesel
Suzuki,S-Cross,S-Cross 1.4 Boosterjet Hybrid 48V JPC (2021-2025),1.4 Boosterjet Hybrid 48V,CHAÎNE,129-140,-,-,suzuki,s-cross
Suzuki,S-Cross,S-Cross 1.5 Strong Hybrid JPC (2021-2025),1.5 Strong Hybrid,CHAÎNE,116-140 (système),-,-,suzuki,s-cross
Suzuki,S-Cross,S-Cross 1.0 JY facelift (2016-2021),1.0,CHAÎNE,111-140,-,-,suzuki,s-cross
Suzuki,S-Cross,S-Cross 1.4 Boosterjet JY facelift (2016-2021),1.4 Boosterjet,COURROIE,120,180000 km,-,suzuki,s-cross
Suzuki,S-Cross,S-Cross 1.6 DDiS JY facelift (2016-2021),1.6 DDiS,COURROIE,120,180000 km,-,suzuki,s-cross
Suzuki,Splash,Splash 1.0 EX (2008-2014),1.0,CHAÎNE,65-86,-,-,suzuki,splash
Suzuki,Splash,Splash 1.2 Essence EX (2008-2014),1.2 Essence,CHAÎNE,65-86,-,-,suzuki,splash
Suzuki,Splash (diesel),Splash (diesel) 1.3 DDiS EX (2009-2014),1.3 DDiS,CHAÎNE,75,-,-,suzuki,splash-diesel
Suzuki,Swace,Swace 1.8 Hybrid E16 (2020-2025),1.8 Hybrid,CHAÎNE,122 (système),-,-,suzuki,swace
Suzuki,Swift,Swift 1.0 Boosterjet AZ (2017-2020),1.0 Boosterjet,CHAÎNE,90-111,-,-,suzuki,swift
Suzuki,Swift,Swift 1.2 Dualjet AZ (2017-2020),1.2 Dualjet,CHAÎNE,90-111,-,-,suzuki,swift
Suzuki,Swift,Swift 1.2 Essence AZG (2010-2017),1.2 Essence,CHAÎNE,94,-,-,suzuki,swift
Suzuki,Swift,Swift 1.3 RS/HT (2005-2010),1.3,CHAÎNE,92-102,-,-,suzuki,swift
Suzuki,Swift,Swift 1.5 Essence RS/HT (2005-2010),1.5 Essence,CHAÎNE,92-102,-,-,suzuki,swift
Suzuki,Swift (diesel),Swift (diesel) 1.3 DDiS AZG (2010-2014),1.3 DDiS,CHAÎNE,75,-,-,suzuki,swift-diesel
Suzuki,Swift (nouvelle),Swift (nouvelle) 1.2 3cyl Hybrid AWF (2024-2025),1.2 3cyl Hybrid,CHAÎNE,82-83,-,-,suzuki,swift-nouvelle
Suzuki,Swift Hybrid,Swift Hybrid 1.2 Dualjet 12V AZ (2020-2025),1.2 Dualjet 12V,CHAÎNE,83-90,-,-,suzuki,swift-hybrid
Suzuki,Swift Hybrid,Swift Hybrid 48V AZ (2020-2025),48V,CHAÎNE,83-90,-,-,suzuki,swift-hybrid
Suzuki,Swift Sport,Swift Sport 1.4 Boosterjet AZ (2018-2020),1.4 Boosterjet,CHAÎNE,140,-,-,suzuki,swift-sport
Suzuki,Swift Sport,Swift Sport 1.6 Essence RS/HT (2006-2011),1.6 Essence,CHAÎNE,125-136,-,-,suzuki,swift-sport
Suzuki,Swift Sport Hybrid,Swift Sport Hybrid 1.4 Boosterjet 48V AZ (2020-2025),1.4 Boosterjet 48V,CHAÎNE,129-140,-,-,suzuki,swift-sport-hybrid
Suzuki,SX4,SX4 1.5 GY (2006-2013),1.5,CHAÎNE,99-143,-,-,suzuki,sx4
Suzuki,SX4,SX4 1.6 GY (2006-2013),1.6,CHAÎNE,99-143,-,-,suzuki,sx4
Suzuki,SX4,SX4 2.0 Essence GY (2006-2013),2.0 Essence,CHAÎNE,99-143,-,-,suzuki,sx4
Suzuki,SX4 (diesel),SX4 (diesel) 1.6 GY (2006-2013),1.6,COURROIE,90-135,180000 km,-,suzuki,sx4-diesel
Suzuki,SX4 (diesel),SX4 (diesel) 2.0 DDiS GY (2006-2013),2.0 DDiS,COURROIE,90-135,180000 km,-,suzuki,sx4-diesel
Suzuki,SX4 S-Cross,SX4 S-Cross 1.6 Essence JY (2013-2016),1.6 Essence,CHAÎNE,120,-,-,suzuki,sx4-s-cross
Suzuki,SX4 S-Cross,SX4 S-Cross 1.6 DDiS JY (2013-2016),1.6 DDiS,COURROIE,120,180000 km,-,suzuki,sx4-s-cross
Suzuki,Vitara,Vitara 1.6 JT (2005-2015),1.6,CHAÎNE,106-169,-,-,suzuki,vitara
Suzuki,Vitara,Vitara 2.0 JT (2005-2015),2.0,CHAÎNE,106-169,-,-,suzuki,vitara
Suzuki,Vitara,Vitara 2.4 Essence JT (2005-2015),2.4 Essence,CHAÎNE,106-169,-,-,suzuki,vitara
Suzuki,Vitara,Vitara 1.6 Essence LY (2015-2018),1.6 Essence,CHAÎNE,120,-,-,suzuki,vitara
Suzuki,Vitara,Vitara 1.6 DDiS LY (2015-2018),1.6 DDiS,COURROIE,120,180000 km,-,suzuki,vitara
Suzuki,Vitara,Vitara 1.0 LY (2018-2020),1.0,CHAÎNE,111-140,-,-,suzuki,vitara
Suzuki,Vitara,Vitara 1.4 Boosterjet LY (2018-2020),1.4 Boosterjet,CHAÎNE,111-140,-,-,suzuki,vitara
Suzuki,Vitara (diesel),Vitara (diesel) 1.9 DDiS (Renault) JT (2005-2014),1.9 DDiS (Renault),COURROIE,129,160000-180000 km,-,suzuki,vitara-diesel
Suzuki,Vitara Hybrid,Vitara Hybrid 1.4 Boosterjet 48V LY (2020-2025),1.4 Boosterjet 48V,CHAÎNE,129-140,-,-,suzuki,vitara-hybrid
Suzuki,Vitara Hybrid,Vitara Hybrid 1.5 Strong Hybrid LY (2020-2025),1.5 Strong Hybrid,CHAÎNE,116-140 (système),-,-,suzuki,vitara-hybrid
Toyota,Auris,Auris 1.33 E150 (2007-2012),1.33,CHAÎNE,101-147,-,-,toyota,auris
Toyota,Auris,Auris 1.6 E150 (2007-2012),1.6,CHAÎNE,101-147,-,-,toyota,auris
Toyota,Auris,Auris 1.8 VVT-i E150 (2007-2012),1.8 VVT-i,CHAÎNE,101-147,-,-,toyota,auris
Toyota,Auris,Auris 1.33 E180 (2012-2018),1.33,CHAÎNE,99-147,-,-,toyota,auris
Toyota,Auris,Auris 1.6 E180 (2012-2018),1.6,CHAÎNE,99-147,-,-,toyota,auris
Toyota,Auris,Auris 1.8 E180 (2012-2018),1.8,CHAÎNE,99-147,-,-,toyota,auris
Toyota,Auris (diesel),Auris (diesel) 1.4 E150 (2007-2012),1.4,COURROIE,90-177,160000-180000 km,-,toyota,auris-diesel
Toyota,Auris (diesel),Auris (diesel) 2.0 E150 (2007-2012),2.0,COURROIE,90-177,160000-180000 km,-,toyota,auris-diesel
Toyota,Auris (diesel),Auris (diesel) 2.2 D-4D E150 (2007-2012),2.2 D-4D,COURROIE,90-177,160000-180000 km,-,toyota,auris-diesel
Toyota,Auris Hybrid,Auris Hybrid 1.8 Hybrid E150 (2010-2012),1.8 Hybrid,CHAÎNE,136 (système),-,-,toyota,auris-hybrid
Toyota,Auris Hybrid,Auris Hybrid 1.8 Hybrid E180 (2013-2018),1.8 Hybrid,CHAÎNE,136 (système),-,-,toyota,auris-hybrid
Toyota,Avensis,Avensis 1.6 T220 (1997-2003),1.6,COURROIE,110-147,100000-120000 km,-,toyota,avensis
Toyota,Avensis,Avensis 1.8 T220 (1997-2003),1.8,COURROIE,110-147,100000-120000 km,-,toyota,avensis
Toyota,Avensis,Avensis 2.0 VVT-i T220 (1997-2003),2.0 VVT-i,COURROIE,110-147,100000-120000 km,-,toyota,avensis
Toyota,Avensis,Avensis 1.6 T250 (2003-2008),1.6,COURROIE,110-163,100000-120000 km,-,toyota,avensis
Toyota,Avensis,Avensis 1.8 T250 (2003-2008),1.8,COURROIE,163-170,100000-120000 km,-,toyota,avensis
Toyota,Avensis,Avensis 2.0 T250 (2003-2008),2.0,COURROIE,163-170,100000-120000 km,-,toyota,avensis
Toyota,Avensis,Avensis 2.4 T250 (2003-2008),2.4,COURROIE,163-170,100000-120000 km,-,toyota,avensis
Toyota,Avensis,Avensis 1.6 T270 (2009-2018),1.6,CHAÎNE,132-152,-,-,toyota,avensis
Toyota,Avensis,Avensis 1.8 T270 (2009-2018),1.8,CHAÎNE,132-152,-,-,toyota,avensis
Toyota,Avensis,Avensis 2.0 Valvematic T270 (2009-2018),2.0 Valvematic,CHAÎNE,132-152,-,-,toyota,avensis
Toyota,Avensis (diesel),Avensis (diesel) 2.0 T250 (2003-2008),2.0,COURROIE,116-177,160000-180000 km,-,toyota,avensis-diesel
Toyota,Avensis (diesel),Avensis (diesel) 2.2 D-4D T250 (2003-2008),2.2 D-4D,COURROIE,116-177,160000-180000 km,-,toyota,avensis-diesel
Toyota,Avensis (diesel),Avensis (diesel) 2.0 T270 (2009-2018),2.0,COURROIE,124-177,160000-180000 km,-,toyota,avensis-diesel
Toyota,Avensis (diesel),Avensis (diesel) 2.2 D-4D T270 (2009-2018),2.2 D-4D,COURROIE,124-177,160000-180000 km,-,toyota,avensis-diesel
Toyota,Aygo,Aygo 1.0 VVT-i AB10 (2005-2014),1.0 VVT-i,CHAÎNE,68-69,-,-,toyota,aygo
Toyota,Aygo,Aygo 1.0 VVT-i AB40 (2014-2021),1.0 VVT-i,CHAÎNE,69-72,-,-,toyota,aygo
Toyota,Aygo X,Aygo X 1.0 VVT-i AB70 (2022-2025),1.0 VVT-i,CHAÎNE,72,-,-,toyota,aygo-x
Toyota,C-HR,C-HR 1.2T AX10 (2016-2023),1.2T,CHAÎNE,116,-,-,toyota,c-hr
Toyota,C-HR,C-HR 1.8 Hybrid AX10 (2016-2023),1.8 Hybrid,CHAÎNE,122,-,-,toyota,c-hr
Toyota,C-HR,C-HR 2.0 Hybrid AX10 (2016-2023),2.0 Hybrid,CHAÎNE,184,-,-,toyota,c-hr
Toyota,C-HR,C-HR 1.8 AX70 (2024-2025),1.8,CHAÎNE,140-198,-,-,toyota,c-hr
Toyota,C-HR,C-HR 2.0 Hybrid AX70 (2024-2025),2.0 Hybrid,CHAÎNE,223 (sys),-,-,toyota,c-hr
Toyota,C-HR,C-HR 2.0 PHEV AX70 (2024-2025),2.0 PHEV,CHAÎNE,223 (sys),-,-,toyota,c-hr
Toyota,Camry,Camry 2.5 Hybrid XV70 (2019-2024 EU),2.5 Hybrid,CHAÎNE,218 (système),-,-,toyota,camry
Toyota,Corolla,Corolla 1.4 E120/E130 (2001-2007),1.4,COURROIE,97-136,100000-120000 km,-,toyota,corolla
Toyota,Corolla,Corolla 1.6 E120/E130 (2001-2007),1.6,COURROIE,97-136,100000-120000 km,-,toyota,corolla
Toyota,Corolla,Corolla 1.8 VVT-i E120/E130 (2001-2007),1.8 VVT-i,COURROIE,97-136,100000-120000 km,-,toyota,corolla
Toyota,Corolla,Corolla 1.2T E210 (2019-2025),1.2T,CHAÎNE,116-184,-,-,toyota,corolla
Toyota,Corolla,Corolla 1.8 E210 (2019-2025),1.8,CHAÎNE,116-184,-,-,toyota,corolla
Toyota,Corolla,Corolla 2.0 E210 (2019-2025),2.0,CHAÎNE,116-184,-,-,toyota,corolla
Toyota,Corolla (diesel),Corolla (diesel) 1.4 E120/E130 (2002-2007),1.4,COURROIE,75-177,160000-180000 km,-,toyota,corolla-diesel
Toyota,Corolla (diesel),Corolla (diesel) 2.0 E120/E130 (2002-2007),2.0,COURROIE,75-177,160000-180000 km,-,toyota,corolla-diesel
Toyota,Corolla (diesel),Corolla (diesel) 2.2 D-4D E120/E130 (2002-2007),2.2 D-4D,COURROIE,75-177,160000-180000 km,-,toyota,corolla-diesel
Toyota,Corolla (diesel),Corolla (diesel) D-CAT E120/E130 (2002-2007),D-CAT,COURROIE,75-177,160000-180000 km,-,toyota,corolla-diesel
Toyota,Corolla (diesel),Corolla (diesel) 1.6 D-4D (fin) E210 (2019-2020),1.6 D-4D (fin),CHAÎNE,112,-,-,toyota,corolla-diesel
Toyota,Corolla Cross,Corolla Cross 2.0 Hybrid XG10 (2022-2025),2.0 Hybrid,CHAÎNE,197 (système),-,-,toyota,corolla-cross
Toyota,Corolla Hybrid,Corolla Hybrid 1.8 E210 (2019-2025),1.8,CHAÎNE,122-196 (système),-,-,toyota,corolla-hybrid
Toyota,Corolla Hybrid,Corolla Hybrid 2.0 Hybrid E210 (2019-2025),2.0 Hybrid,CHAÎNE,122-196 (système),-,-,toyota,corolla-hybrid
Toyota,GR Yaris,GR Yaris 1.6 Turbo XP210 (2020-2025),1.6 Turbo,CHAÎNE,261-280,-,-,toyota,gr-yaris
Toyota,GR86,GR86 2.4 NA ZN8 (2022-2025),2.4 NA,CHAÎNE,234-235,-,-,toyota,gr86
Toyota,Highlander,Highlander 2.5 Hybrid XU70 (2021-2025 EU),2.5 Hybrid,CHAÎNE,248 (système),-,-,toyota,highlander
Toyota,Hilux,Hilux 2.5 AN10/AN120 (2005-2025 EU),2.5,CHAÎNE,102-171,-,-,toyota,hilux
Toyota,Hilux,Hilux 3.0 D-4D AN10/AN120 (2005-2025 EU),3.0 D-4D,CHAÎNE,150-204,-,-,toyota,hilux
Toyota,Hilux,Hilux 2.4 AN10/AN120 (2005-2025 EU),2.4,CHAÎNE,150-204,-,-,toyota,hilux
Toyota,Hilux,Hilux 2.8 AN10/AN120 (2005-2025 EU),2.8,CHAÎNE,150-204,-,-,toyota,hilux
Toyota,Land Cruiser,Land Cruiser 3.0 D-4D J12/J15 (2002-2025 EU),3.0 D-4D,CHAÎNE,163-204,-,-,toyota,land-cruiser
Toyota,Land Cruiser,Land Cruiser 2.8 D-4D J12/J15 (2002-2025 EU),2.8 D-4D,CHAÎNE,163-204,-,-,toyota,land-cruiser
Toyota,Prius,Prius 1.5 Hybrid XW20 (2003-2009),1.5 Hybrid,CHAÎNE,110 (système),-,-,toyota,prius
Toyota,Prius,Prius 1.8 Hybrid XW30 (2009-2016),1.8 Hybrid,CHAÎNE,136 (système),-,-,toyota,prius
Toyota,Prius,Prius+ 1.8 Hybrid XW40 (2012-2021),1.8 Hybrid,CHAÎNE,136 (système),-,-,toyota,prius
Toyota,Prius,Prius 1.8 Hybrid XW50 (2016-2022),1.8 Hybrid,CHAÎNE,122 (système),-,-,toyota,prius
Toyota,Prius,Prius 2.0 PHEV XW60 (2023-2025 EU limité),2.0 PHEV,CHAÎNE,220 (système),-,-,toyota,prius
Toyota,Prius Plug-in,Prius Plug-in 1.8 PHEV XW52 (2017-2021),1.8 PHEV,CHAÎNE,122 (système),-,-,toyota,prius-plug-in
Toyota,Proace,Proace 1.5 AXA (2016-2025),1.5,COURROIE,102-180,180000 km,-,toyota,proace
Toyota,Proace,Proace 2.0 BlueHDi AXA (2016-2025),2.0 BlueHDi,COURROIE,102-180,180000 km,-,toyota,proace
Toyota,Proace,Proace 1.6 X (2013-2016),1.6,COURROIE,90-163,180000 km,-,toyota,proace
Toyota,Proace,Proace 2.0 HDi X (2013-2016),2.0 HDi,COURROIE,90-163,180000 km,-,toyota,proace
Toyota,Proace City,Proace City 1.2 AB20 (2020-2025),1.2,CHAÎNE,110-130,-,-,toyota,proace-city
Toyota,Proace City,Proace City 1.5 PureTech AB20 (2020-2025),1.5 PureTech,COURROIE HUMIDE,100-130,180000 km,-,toyota,proace-city
Toyota,Proace City,Proace City BlueHDi AB20 (2020-2025),BlueHDi,COURROIE HUMIDE,100-130,180000 km,-,toyota,proace-city
Toyota,RAV4,RAV4 1.8 XA20 (2000-2006),1.8,COURROIE,125-163,100000-120000 km,-,toyota,rav4
Toyota,RAV4,RAV4 2.0 XA20 (2000-2006),2.0,COURROIE,170,100000-120000 km,-,toyota,rav4
Toyota,RAV4,RAV4 2.4 XA20 (2000-2006),2.4,COURROIE,170,100000-120000 km,-,toyota,rav4
Toyota,RAV4,RAV4 2.0 XA30 (2006-2013),2.0,COURROIE,152-170,100000-120000 km,-,toyota,rav4
Toyota,RAV4,RAV4 2.4 XA30 (2006-2013),2.4,CHAÎNE,238,-,-,toyota,rav4
Toyota,RAV4,RAV4 3.5 V6 XA30 (2006-2013),3.5 V6,CHAÎNE,238,-,-,toyota,rav4
Toyota,RAV4,RAV4 2.0 XA40 (2013-2018),2.0,CHAÎNE,151-197 (système hors EU),-,-,toyota,rav4
Toyota,RAV4,RAV4 2.5 Hybrid (hors EU) XA40 (2013-2018),2.5 Hybrid (hors EU),CHAÎNE,151-197 (système hors EU),-,-,toyota,rav4
Toyota,RAV4,RAV4 2.0 XA50 (2019-2025),2.0,CHAÎNE,175,-,-,toyota,rav4
Toyota,RAV4,RAV4 2.5 Hybrid XA50 (2019-2025),2.5 Hybrid,CHAÎNE,218-222,-,-,toyota,rav4
Toyota,RAV4,RAV4 2.5 PHEV XA50 (2019-2025),2.5 PHEV,CHAÎNE,306-309 (sys),-,-,toyota,rav4
Toyota,RAV4 (diesel),RAV4 (diesel) 2.0 D-4D XA20 (2001-2006),2.0 D-4D,COURROIE,116,160000-180000 km,-,toyota,rav4-diesel
Toyota,RAV4 (diesel),RAV4 (diesel) 2.2 D-4D XA30 (2006-2013),2.2 D-4D,COURROIE,136-177,160000-180000 km,-,toyota,rav4-diesel
Toyota,RAV4 (diesel),RAV4 (diesel) D-CAT XA30 (2006-2013),D-CAT,COURROIE,136-177,160000-180000 km,-,toyota,rav4-diesel
Toyota,Supra,Supra 3.0 Turbo A90/A91 (2019-2025 EU),3.0 Turbo,CHAÎNE,258-340,-,-,toyota,supra
