slug,marque,modele,année,prix_min,prix_max,prix_moy,confidence
renault-kadjar,Renault,Kadjar,2015,6970,9430,8200,100
renault-laguna,Renault,Laguna,2016,8330,11270,9800,100
renault-laguna,Renault,Laguna,2015,7820,10580,9200,100
renault-laguna,Renault,Laguna,2014,7225,9775,8500,100
renault-laguna,Renault,Laguna,2013,6630,8970,7800,100
renault-laguna,Renault,Laguna,2012,6035,8165,7100,100
renault-laguna,Renault,Laguna,2011,5440,7360,6400,100
renault-laguna,Renault,Laguna,2010,4845,6555,5700,100
renault-laguna,Renault,Laguna,2009,4250,5750,5000,100
renault-laguna,Renault,Laguna,2008,3655,4945,4300,100
renault-laguna,Renault,Laguna,2007,3060,4140,3600,100
renault-laguna,Renault,Laguna,2006,2550,3450,3000,100
renault-laguna,Renault,Laguna,2005,2210,2990,2600,100
renault-laguna,Renault,Laguna,2004,1870,2530,2200,100
renault-laguna,Renault,Laguna,2003,1615,2185,1900,100
renault-laguna,Renault,Laguna,2002,1360,1840,1600,100
renault-laguna,Renault,Laguna,2001,1190,1610,1400,100
renault-laguna,Renault,Laguna,2000,1105,1495,1300,100
renault-laguna,Renault,Laguna,1999,1020,1380,1200,100
renault-laguna,Renault,Laguna,1998,935,1265,1100,100
renault-laguna,Renault,Laguna,1997,850,1150,1000,100
renault-laguna,Renault,Laguna,1996,808,1093,950,100
renault-laguna,Renault,Laguna,1995,765,1035,900,100
renault-laguna,Renault,Laguna,1994,723,977,850,100
renault-scenic,Renault,Scenic,2026,41225,55775,48500,100
renault-scenic,Renault,Scenic,2025,37400,50600,44000,100
renault-scenic,Renault,Scenic,2024,32725,44275,38500,100
renault-scenic,Renault,Scenic,2023,21675,29325,25500,100
renault-scenic,Renault,Scenic,2022,19550,26450,23000,100
renault-scenic,Renault,Scenic,2021,17425,23575,20500,100
renault-scenic,Renault,Scenic,2020,15725,21275,18500,100
renault-scenic,Renault,Scenic,2019,14280,19320,16800,100
renault-scenic,Renault,Scenic,2018,12750,17250,15000,100
renault-scenic,Renault,Scenic,2017,11475,15525,13500,100
renault-scenic,Renault,Scenic,2016,9775,13225,11500,100
renault-scenic,Renault,Scenic,2015,8075,10925,9500,100
renault-scenic,Renault,Scenic,2014,7225,9775,8500,100
renault-scenic,Renault,Scenic,2013,6375,8625,7500,100
renault-scenic,Renault,Scenic,2012,5525,7475,6500,100
renault-scenic,Renault,Scenic,2011,4930,6670,5800,100
renault-scenic,Renault,Scenic,2010,4250,5750,5000,100
renault-scenic,Renault,Scenic,2009,3570,4830,4200,100
renault-scenic,Renault,Scenic,2008,2975,4025,3500,100
renault-scenic,Renault,Scenic,2007,2550,3450,3000,100
renault-scenic,Renault,Scenic,2006,2210,2990,2600,100
renault-scenic,Renault,Scenic,2005,1955,2645,2300,100
renault-scenic,Renault,Scenic,2004,1700,2300,2000,100
renault-scenic,Renault,Scenic,2003,1445,1955,1700,100
renault-scenic,Renault,Scenic,2002,1190,1610,1400,100
renault-scenic,Renault,Scenic,2001,1020,1380,1200,100
renault-scenic,Renault,Scenic,2000,850,1150,1000,100
renault-scenic,Renault,Scenic,1999,765,1035,900,100
renault-symbioz,Renault,Symbioz,2026,28220,38180,33200,100
renault-symbioz,Renault,Symbioz,2025,24990,33810,29400,100
renault-symbioz,Renault,Symbioz,2024,21930,29670,25800,100
renault-megane,Renault,MÃ©gane,2026,37825,51175,44500,100
renault-megane,Renault,MÃ©gane,2025,33830,45770,39800,100
renault-megane,Renault,MÃ©gane,2024,29070,39330,34200,100
renault-megane,Renault,MÃ©gane,2023,25075,33925,29500,100
renault-megane,Renault,MÃ©gane,2022,21080,28520,24800,100
renault-megane,Renault,MÃ©gane,2021,16575,22425,19500,100
renault-megane,Renault,MÃ©gane,2020,14535,19665,17100,100
renault-megane,Renault,MÃ©gane,2019,12920,17480,15200,100
renault-megane,Renault,MÃ©gane,2018,11390,15410,13400,100
renault-megane,Renault,MÃ©gane,2017,10030,13570,11800,100
renault-megane,Renault,MÃ©gane,2016,8670,11730,10200,100
renault-megane,Renault,MÃ©gane,2015,7480,10120,8800,100
renault-megane,Renault,MÃ©gane,2014,6460,8740,7600,100
renault-megane,Renault,MÃ©gane,2013,5695,7705,6700,100
renault-megane,Renault,MÃ©gane,2012,5015,6785,5900,100
renault-megane,Renault,MÃ©gane,2011,4420,5980,5200,100
renault-megane,Renault,MÃ©gane,2010,3910,5290,4600,100
renault-megane,Renault,MÃ©gane,2009,3400,4600,4000,100
renault-megane,Renault,MÃ©gane,2008,2975,4025,3500,100
renault-megane,Renault,MÃ©gane,2007,2635,3565,3100,100
renault-megane,Renault,MÃ©gane,2006,2295,3105,2700,100
renault-megane,Renault,MÃ©gane,2005,2040,2760,2400,100
renault-megane,Renault,MÃ©gane,2004,1870,2530,2200,100
renault-megane,Renault,MÃ©gane,2003,1700,2300,2000,100
renault-megane,Renault,MÃ©gane,2002,1530,2070,1800,100
renault-megane,Renault,MÃ©gane,2001,1360,1840,1600,100
renault-megane,Renault,MÃ©gane,2000,1190,1610,1400,100
renault-megane,Renault,MÃ©gane,1999,1105,1495,1300,100
renault-megane,Renault,MÃ©gane,1998,1020,1380,1200,100
renault-megane,Renault,MÃ©gane,1997,935,1265,1100,100
renault-megane,Renault,MÃ©gane,1996,850,1150,1000,100
renault-megane,Renault,MÃ©gane,1995,765,1035,900,100
renault-twingo,Renault,Twingo,2025,15980,21620,18800,100
renault-twingo,Renault,Twingo,2024,14875,20125,17500,100
renault-twingo,Renault,Twingo,2023,13770,18630,16200,100
renault-twingo,Renault,Twingo,2022,12665,17135,14900,100
renault-twingo,Renault,Twingo,2021,11560,15640,13600,100
renault-twingo,Renault,Twingo,2020,10540,14260,12400,100
renault-twingo,Renault,Twingo,2019,9520,12880,11200,100
renault-twingo,Renault,Twingo,2018,8755,11845,10300,100
renault-twingo,Renault,Twingo,2017,7990,10810,9400,100
renault-twingo,Renault,Twingo,2016,7310,9890,8600,100
renault-twingo,Renault,Twingo,2015,6715,9085,7900,100
renault-twingo,Renault,Twingo,2014,6120,8280,7200,100
renault-twingo,Renault,Twingo,2013,5610,7590,6600,100
renault-twingo,Renault,Twingo,2012,5185,7015,6100,100
renault-twingo,Renault,Twingo,2011,4760,6440,5600,100
renault-twingo,Renault,Twingo,2010,4420,5980,5200,100
renault-twingo,Renault,Twingo,2009,4080,5520,4800,100
renault-twingo,Renault,Twingo,2008,3825,5175,4500,100
renault-twingo,Renault,Twingo,2007,3570,4830,4200,100
renault-twingo,Renault,Twingo,2006,3315,4485,3900,100
renault-twingo,Renault,Twingo,2005,3060,4140,3600,100
renault-twingo,Renault,Twingo,2004,2805,3795,3300,100
renault-twingo,Renault,Twingo,2003,2635,3565,3100,100
renault-twingo,Renault,Twingo,2002,2465,3335,2900,100
renault-twingo,Renault,Twingo,2001,2295,3105,2700,100
renault-twingo,Renault,Twingo,2000,2125,2875,2500,100
renault-twingo,Renault,Twingo,1999,1955,2645,2300,100
renault-twingo,Renault,Twingo,1998,1785,2415,2100,100
renault-twingo,Renault,Twingo,1997,1615,2185,1900,100
renault-twingo,Renault,Twingo,1996,1530,2070,1800,100
renault-twingo,Renault,Twingo,1995,1445,1955,1700,100
renault-twingo,Renault,Twingo,1994,1360,1840,1600,100
renault-twingo,Renault,Twingo,1993,1275,1725,1500,100
renault-4-e-tech,Renault,4 E-Tech,2026,29325,39675,34500,100
renault-4-e-tech,Renault,4 E-Tech,2025,26180,35420,30800,100
renault-avantime,Renault,Avantime,2003,13175,17825,15500,100
renault-avantime,Renault,Avantime,2002,11730,15870,13800,100
renault-avantime,Renault,Avantime,2001,12070,16330,14200,100
renault-espace,Renault,Espace,2026,46325,62675,54500,100
renault-espace,Renault,Espace,2025,43520,58880,51200,100
renault-espace,Renault,Espace,2024,39780,53820,46800,100
renault-espace,Renault,Espace,2023,35275,47725,41500,100
renault-espace,Renault,Espace,2022,28220,38180,33200,100
renault-espace,Renault,Espace,2021,25075,33925,29500,100
renault-espace,Renault,Espace,2020,21930,29670,25800,100
renault-espace,Renault,Espace,2019,19125,25875,22500,100
renault-espace,Renault,Espace,2018,16830,22770,19800,100
renault-espace,Renault,Espace,2017,14620,19780,17200,100
renault-espace,Renault,Espace,2016,13175,17825,15500,100
renault-espace,Renault,Espace,2015,11730,15870,13800,100
renault-espace,Renault,Espace,2014,10370,14030,12200,100
renault-espace,Renault,Espace,2013,8925,12075,10500,100
renault-espace,Renault,Espace,2012,7820,10580,9200,100
renault-espace,Renault,Espace,2011,6630,8970,7800,100
renault-espace,Renault,Espace,2010,5270,7130,6200,100
renault-espace,Renault,Espace,2009,4675,6325,5500,100
renault-espace,Renault,Espace,2008,4080,5520,4800,100
renault-espace,Renault,Espace,2007,3570,4830,4200,100
renault-espace,Renault,Espace,2006,2975,4025,3500,100
renault-espace,Renault,Espace,2005,2635,3565,3100,100
renault-espace,Renault,Espace,2004,2380,3220,2800,100
renault-espace,Renault,Espace,2003,2125,2875,2500,100
renault-espace,Renault,Espace,2002,1955,2645,2300,100
renault-espace,Renault,Espace,2001,1785,2415,2100,100
renault-espace,Renault,Espace,2000,1658,2243,1950,100
renault-espace,Renault,Espace,1999,1573,2128,1850,100
renault-espace,Renault,Espace,1998,1615,2185,1900,100
renault-espace,Renault,Espace,1997,1700,2300,2000,100
renault-espace,Renault,Espace,1996,1870,2530,2200,100
renault-espace,Renault,Espace,1995,2125,2875,2500,100
renault-espace,Renault,Espace,1994,2295,3105,2700,100
renault-espace,Renault,Espace,1993,2465,3335,2900,100
renault-espace,Renault,Espace,1992,2720,3680,3200,100
renault-espace,Renault,Espace,1991,2975,4025,3500,100
renault-espace,Renault,Espace,1990,4080,5520,4800,100
renault-espace,Renault,Espace,1989,4420,5980,5200,100
renault-espace,Renault,Espace,1988,4675,6325,5500,100
renault-espace,Renault,Espace,1987,4930,6670,5800,100
renault-espace,Renault,Espace,1986,5270,7130,6200,100
renault-espace,Renault,Espace,1985,5780,7820,6800,100
renault-espace,Renault,Espace,1984,6375,8625,7500,100
renault-koleos,Renault,Koleos,2024,31875,43125,37500,100
renault-koleos,Renault,Koleos,2023,28475,38525,33500,100
renault-koleos,Renault,Koleos,2022,25670,34730,30200,100
renault-koleos,Renault,Koleos,2021,22440,30360,26400,100
renault-koleos,Renault,Koleos,2020,19380,26220,22800,100
renault-koleos,Renault,Koleos,2019,16575,22425,19500,100
renault-koleos,Renault,Koleos,2018,13770,18630,16200,100
renault-koleos,Renault,Koleos,2017,11730,15870,13800,100
renault-koleos,Renault,Koleos,2015,7310,9890,8600,100
renault-koleos,Renault,Koleos,2014,6290,8510,7400,100
renault-koleos,Renault,Koleos,2013,5525,7475,6500,100
renault-koleos,Renault,Koleos,2012,4760,6440,5600,100
renault-koleos,Renault,Koleos,2011,4080,5520,4800,100
renault-koleos,Renault,Koleos,2010,3485,4715,4100,100
renault-koleos,Renault,Koleos,2009,2890,3910,3400,100
renault-koleos,Renault,Koleos,2008,2465,3335,2900,100
renault-modus,Renault,Modus,2013,4760,6440,5600,100
renault-modus,Renault,Modus,2012,4335,5865,5100,100
renault-modus,Renault,Modus,2011,3825,5175,4500,100
renault-modus,Renault,Modus,2010,3315,4485,3900,100
renault-modus,Renault,Modus,2009,2890,3910,3400,100
renault-modus,Renault,Modus,2008,2465,3335,2900,100
renault-modus,Renault,Modus,2007,1955,2645,2300,100
renault-modus,Renault,Modus,2006,1700,2300,2000,100
renault-modus,Renault,Modus,2005,1445,1955,1700,100
renault-modus,Renault,Modus,2004,1275,1725,1500,100
renault-rafale,Renault,Rafale,2026,43775,59225,51500,100
renault-rafale,Renault,Rafale,2025,37570,50830,44200,100
renault-rafale,Renault,Rafale,2024,30430,41170,35800,100
renault-safrane,Renault,Safrane,2001,5270,7130,6200,100
renault-safrane,Renault,Safrane,2000,4760,6440,5600,100
renault-safrane,Renault,Safrane,1999,4165,5635,4900,100
renault-safrane,Renault,Safrane,1998,3740,5060,4400,100
renault-safrane,Renault,Safrane,1997,3315,4485,3900,100
renault-safrane,Renault,Safrane,1996,2720,3680,3200,100
renault-safrane,Renault,Safrane,1995,2295,3105,2700,100
renault-safrane,Renault,Safrane,1994,2040,2760,2400,100
renault-safrane,Renault,Safrane,1993,1785,2415,2100,100
renault-safrane,Renault,Safrane,1992,1530,2070,1800,100
renault-talisman,Renault,Talisman,2022,24565,33235,28900,100
renault-talisman,Renault,Talisman,2021,21080,28520,24800,100
renault-talisman,Renault,Talisman,2020,17170,23230,20200,100
renault-talisman,Renault,Talisman,2019,14025,18975,16500,100
renault-talisman,Renault,Talisman,2018,11815,15985,13900,100
renault-talisman,Renault,Talisman,2017,9690,13110,11400,100
renault-talisman,Renault,Talisman,2016,8160,11040,9600,100
renault-talisman,Renault,Talisman,2015,6970,9430,8200,100
renault-vel-satis,Renault,Vel Satis,2010,6120,8280,7200,100
renault-vel-satis,Renault,Vel Satis,2009,5440,7360,6400,100
renault-vel-satis,Renault,Vel Satis,2008,4760,6440,5600,100
renault-vel-satis,Renault,Vel Satis,2007,4165,5635,4900,100
renault-vel-satis,Renault,Vel Satis,2006,3570,4830,4200,100
renault-vel-satis,Renault,Vel Satis,2005,2975,4025,3500,100
renault-vel-satis,Renault,Vel Satis,2004,2040,2760,2400,100
renault-vel-satis,Renault,Vel Satis,2003,1785,2415,2100,100
renault-vel-satis,Renault,Vel Satis,2002,1530,2070,1800,100
renault-zoe,Renault,Zoe,2024,17425,23575,20500,100
renault-zoe,Renault,Zoe,2023,15470,20930,18200,100
renault-zoe,Renault,Zoe,2022,14025,18975,16500,100
renault-zoe,Renault,Zoe,2021,12580,17020,14800,100
renault-zoe,Renault,Zoe,2020,11220,15180,13200,100
renault-zoe,Renault,Zoe,2019,9775,13225,11500,100
renault-zoe,Renault,Zoe,2018,7990,10810,9400,100
renault-zoe,Renault,Zoe,2017,6970,9430,8200,100
renault-zoe,Renault,Zoe,2016,5525,7475,6500,100
renault-zoe,Renault,Zoe,2015,4930,6670,5800,100
renault-zoe,Renault,Zoe,2014,4420,5980,5200,100
renault-zoe,Renault,Zoe,2013,3825,5175,4500,100
renault-zoe,Renault,Zoe,2012,4080,5520,4800,100
seat-alhambra,Seat,Alhambra,2022,30770,41630,36200,100
seat-alhambra,Seat,Alhambra,2021,28475,38525,33500,100
seat-alhambra,Seat,Alhambra,2020,26180,35420,30800,100
seat-alhambra,Seat,Alhambra,2019,23290,31510,27400,100
seat-alhambra,Seat,Alhambra,2018,20485,27715,24100,100
seat-alhambra,Seat,Alhambra,2017,18020,24380,21200,100
seat-alhambra,Seat,Alhambra,2016,15725,21275,18500,100
seat-alhambra,Seat,Alhambra,2015,13770,18630,16200,100
seat-alhambra,Seat,Alhambra,2014,11985,16215,14100,100
seat-alhambra,Seat,Alhambra,2013,10540,14260,12400,100
seat-alhambra,Seat,Alhambra,2012,9180,12420,10800,100
seat-alhambra,Seat,Alhambra,2011,7820,10580,9200,100
seat-alhambra,Seat,Alhambra,2010,6630,8970,7800,100
seat-alhambra,Seat,Alhambra,2009,4420,5980,5200,100
seat-alhambra,Seat,Alhambra,2008,3825,5175,4500,100
seat-alhambra,Seat,Alhambra,2007,3315,4485,3900,100
seat-alhambra,Seat,Alhambra,2006,2890,3910,3400,100
seat-alhambra,Seat,Alhambra,2005,2465,3335,2900,100
seat-alhambra,Seat,Alhambra,2004,2125,2875,2500,100
seat-alhambra,Seat,Alhambra,2003,1870,2530,2200,100
seat-alhambra,Seat,Alhambra,2002,1615,2185,1900,100
seat-alhambra,Seat,Alhambra,2001,1445,1955,1700,100
seat-alhambra,Seat,Alhambra,2000,1275,1725,1500,100
seat-arosa,Seat,Arosa,2005,2465,3335,2900,100
seat-arosa,Seat,Arosa,2004,2295,3105,2700,100
seat-arosa,Seat,Arosa,2003,2040,2760,2400,100
seat-arosa,Seat,Arosa,2002,1785,2415,2100,100
seat-arosa,Seat,Arosa,2001,1530,2070,1800,100
seat-arosa,Seat,Arosa,2000,1275,1725,1500,100
seat-arosa,Seat,Arosa,1999,1105,1495,1300,100
seat-arosa,Seat,Arosa,1998,1020,1380,1200,100
seat-arosa,Seat,Arosa,1997,935,1265,1100,100
seat-ateca,Seat,Ateca,2026,32470,43930,38200,100
seat-ateca,Seat,Ateca,2025,31365,42435,36900,100
seat-ateca,Seat,Ateca,2024,28220,38180,33200,100
seat-ateca,Seat,Ateca,2023,25330,34270,29800,100
seat-ateca,Seat,Ateca,2022,22525,30475,26500,100
seat-ateca,Seat,Ateca,2021,20230,27370,23800,100
seat-ateca,Seat,Ateca,2020,18020,24380,21200,100
seat-ateca,Seat,Ateca,2019,15725,21275,18500,100
seat-ateca,Seat,Ateca,2018,13770,18630,16200,100
seat-ateca,Seat,Ateca,2017,12240,16560,14400,100
seat-ateca,Seat,Ateca,2016,10880,14720,12800,100
seat-ibiza,Seat,Ibiza,2026,21420,28980,25200,100
seat-ibiza,Seat,Ibiza,2025,20230,27370,23800,100
seat-ibiza,Seat,Ibiza,2024,18275,24725,21500,100
seat-ibiza,Seat,Ibiza,2023,16320,22080,19200,100
seat-ibiza,Seat,Ibiza,2022,14790,20010,17400,100
seat-ibiza,Seat,Ibiza,2021,13430,18170,15800,100
seat-ibiza,Seat,Ibiza,2020,12070,16330,14200,100
seat-ibiza,Seat,Ibiza,2019,10880,14720,12800,100
seat-ibiza,Seat,Ibiza,2018,9775,13225,11500,100
seat-ibiza,Seat,Ibiza,2017,8670,11730,10200,100
seat-ibiza,Seat,Ibiza,2016,7480,10120,8800,100
seat-ibiza,Seat,Ibiza,2015,6715,9085,7900,100
seat-ibiza,Seat,Ibiza,2014,6035,8165,7100,100
seat-ibiza,Seat,Ibiza,2013,5440,7360,6400,100
seat-ibiza,Seat,Ibiza,2012,4930,6670,5800,100
seat-ibiza,Seat,Ibiza,2011,4420,5980,5200,100
seat-ibiza,Seat,Ibiza,2010,3995,5405,4700,100
seat-ibiza,Seat,Ibiza,2009,3570,4830,4200,100
seat-ibiza,Seat,Ibiza,2008,3230,4370,3800,100
seat-ibiza,Seat,Ibiza,2007,2890,3910,3400,100
seat-ibiza,Seat,Ibiza,2006,2635,3565,3100,100
seat-ibiza,Seat,Ibiza,2005,2380,3220,2800,100
seat-ibiza,Seat,Ibiza,2004,2210,2990,2600,100
seat-ibiza,Seat,Ibiza,2003,2040,2760,2400,100
seat-ibiza,Seat,Ibiza,2002,1870,2530,2200,100
seat-ibiza,Seat,Ibiza,2001,1785,2415,2100,100
seat-ibiza,Seat,Ibiza,2000,1615,2185,1900,100
seat-ibiza,Seat,Ibiza,1999,1530,2070,1800,100
seat-ibiza,Seat,Ibiza,1998,1445,1955,1700,100
seat-ibiza,Seat,Ibiza,1997,1360,1840,1600,100
seat-ibiza,Seat,Ibiza,1996,1275,1725,1500,100
seat-ibiza,Seat,Ibiza,1995,1190,1610,1400,100
seat-ibiza,Seat,Ibiza,1994,1190,1610,1400,100
seat-ibiza,Seat,Ibiza,1993,1275,1725,1500,100
seat-ibiza,Seat,Ibiza,1992,1445,1955,1700,100
seat-ibiza,Seat,Ibiza,1991,1360,1840,1600,100
seat-ibiza,Seat,Ibiza,1990,1275,1725,1500,100
seat-ibiza,Seat,Ibiza,1989,1190,1610,1400,100
seat-ibiza,Seat,Ibiza,1988,1105,1495,1300,100
seat-ibiza,Seat,Ibiza,1987,1105,1495,1300,100
seat-ibiza,Seat,Ibiza,1986,1020,1380,1200,100
seat-ibiza,Seat,Ibiza,1985,1020,1380,1200,100
seat-toldeo,Seat,Toldeo,2019,10880,14720,12800,100
seat-toldeo,Seat,Toldeo,2018,9690,13110,11400,100
seat-toldeo,Seat,Toldeo,2017,8160,11040,9600,100
seat-toldeo,Seat,Toldeo,2016,6970,9430,8200,100
seat-toldeo,Seat,Toldeo,2015,5865,7935,6900,100
seat-toldeo,Seat,Toldeo,2014,4930,6670,5800,100
seat-toldeo,Seat,Toldeo,2013,4165,5635,4900,100
seat-toldeo,Seat,Toldeo,2012,3570,4830,4200,100
seat-toledo,Seat,Toledo,2019,11560,15640,13600,100
seat-toledo,Seat,Toledo,2018,10540,14260,12400,100
seat-toledo,Seat,Toledo,2017,9520,12880,11200,100
seat-toledo,Seat,Toledo,2016,8330,11270,9800,100
seat-toledo,Seat,Toledo,2015,7395,10005,8700,100
seat-toledo,Seat,Toledo,2014,6630,8970,7800,100
seat-toledo,Seat,Toledo,2013,5865,7935,6900,100
seat-toledo,Seat,Toledo,2012,5270,7130,6200,100
seat-toledo,Seat,Toledo,2009,4335,5865,5100,100
seat-toledo,Seat,Toledo,2008,3910,5290,4600,100
seat-toledo,Seat,Toledo,2007,3570,4830,4200,100
seat-toledo,Seat,Toledo,2006,3315,4485,3900,100
seat-toledo,Seat,Toledo,2005,3060,4140,3600,100
seat-toledo,Seat,Toledo,2004,2890,3910,3400,100
seat-toledo,Seat,Toledo,2003,2635,3565,3100,100
seat-toledo,Seat,Toledo,2002,2380,3220,2800,100
seat-toledo,Seat,Toledo,2001,2125,2875,2500,100
seat-toledo,Seat,Toledo,2000,1955,2645,2300,100
seat-toledo,Seat,Toledo,1999,1785,2415,2100,100
seat-toledo,Seat,Toledo,1998,1530,2070,1800,100
seat-toledo,Seat,Toledo,1997,1360,1840,1600,100
seat-toledo,Seat,Toledo,1996,1190,1610,1400,100
seat-toledo,Seat,Toledo,1995,1105,1495,1300,100
seat-toledo,Seat,Toledo,1994,1020,1380,1200,100
seat-toledo,Seat,Toledo,1993,935,1265,1100,100
seat-toledo,Seat,Toledo,1992,850,1150,1000,100
seat-toledo,Seat,Toledo,1991,765,1035,900,100
skoda-kodiaq,Skoda,Kodiaq,2026,50150,67850,59000,100
skoda-kodiaq,Skoda,Kodiaq,2025,46325,62675,54500,100
skoda-kodiaq,Skoda,Kodiaq,2024,40630,54970,47800,100
skoda-kodiaq,Skoda,Kodiaq,2023,35020,47380,41200,100
skoda-kodiaq,Skoda,Kodiaq,2022,31875,43125,37500,100
skoda-kodiaq,Skoda,Kodiaq,2021,28220,38180,33200,100
skoda-kodiaq,Skoda,Kodiaq,2020,24565,33235,28900,100
skoda-kodiaq,Skoda,Kodiaq,2019,21760,29440,25600,100
skoda-kodiaq,Skoda,Kodiaq,2018,19040,25760,22400,100
skoda-kodiaq,Skoda,Kodiaq,2017,16830,22770,19800,100
skoda-citigo,Skoda,Citigo,2021,12920,17480,15200,100
skoda-citigo,Skoda,Citigo,2020,12325,16675,14500,100
skoda-citigo,Skoda,Citigo,2019,8075,10925,9500,100
skoda-citigo,Skoda,Citigo,2018,7310,9890,8600,100
skoda-citigo,Skoda,Citigo,2017,6630,8970,7800,100
skoda-citigo,Skoda,Citigo,2016,5950,8050,7000,100
skoda-citigo,Skoda,Citigo,2015,5355,7245,6300,100
skoda-citigo,Skoda,Citigo,2014,4845,6555,5700,100
skoda-citigo,Skoda,Citigo,2013,4420,5980,5200,100
skoda-citigo,Skoda,Citigo,2012,4080,5520,4800,100
skoda-fabia,Skoda,Fabia,2026,21080,28520,24800,100
skoda-fabia,Skoda,Fabia,2025,19125,25875,22500,100
skoda-fabia,Skoda,Fabia,2024,17170,23230,20200,100
skoda-fabia,Skoda,Fabia,2023,15725,21275,18500,100
skoda-fabia,Skoda,Fabia,2022,14280,19320,16800,100
skoda-fabia,Skoda,Fabia,2021,12325,16675,14500,100
skoda-fabia,Skoda,Fabia,2020,10880,14720,12800,100
skoda-fabia,Skoda,Fabia,2019,9775,13225,11500,100
skoda-fabia,Skoda,Fabia,2018,8670,11730,10200,100
skoda-fabia,Skoda,Fabia,2017,7735,10465,9100,100
skoda-fabia,Skoda,Fabia,2016,6970,9430,8200,100
skoda-fabia,Skoda,Fabia,2015,6290,8510,7400,100
skoda-fabia,Skoda,Fabia,2014,5610,7590,6600,100
skoda-fabia,Skoda,Fabia,2013,4930,6670,5800,100
skoda-fabia,Skoda,Fabia,2012,4420,5980,5200,100
skoda-fabia,Skoda,Fabia,2011,3910,5290,4600,100
skoda-fabia,Skoda,Fabia,2010,3485,4715,4100,100
skoda-fabia,Skoda,Fabia,2009,3060,4140,3600,100
skoda-fabia,Skoda,Fabia,2008,2720,3680,3200,100
skoda-fabia,Skoda,Fabia,2007,2380,3220,2800,100
skoda-fabia,Skoda,Fabia,2006,2040,2760,2400,100
skoda-fabia,Skoda,Fabia,2005,1785,2415,2100,100
skoda-fabia,Skoda,Fabia,2004,1615,2185,1900,100
skoda-fabia,Skoda,Fabia,2003,1445,1955,1700,100
skoda-fabia,Skoda,Fabia,2002,1275,1725,1500,100
skoda-fabia,Skoda,Fabia,2001,1105,1495,1300,100
skoda-fabia,Skoda,Fabia,2000,935,1265,1100,100
skoda-fabia,Skoda,Fabia,1999,765,1035,900,100
skoda-karoq,Skoda,Karoq,2026,35275,47725,41500,100
skoda-karoq,Skoda,Karoq,2025,33065,44735,38900,100
skoda-karoq,Skoda,Karoq,2024,29920,40480,35200,100
skoda-karoq,Skoda,Karoq,2023,26775,36225,31500,100
skoda-karoq,Skoda,Karoq,2022,23630,31970,27800,100
skoda-karoq,Skoda,Karoq,2021,20315,27485,23900,100
skoda-karoq,Skoda,Karoq,2020,18020,24380,21200,100
skoda-karoq,Skoda,Karoq,2019,15980,21620,18800,100
skoda-karoq,Skoda,Karoq,2018,13940,18860,16400,100
skoda-karoq,Skoda,Karoq,2017,12070,16330,14200,100
skoda-octavia,Skoda,Octavia,2026,37825,51175,44500,100
skoda-octavia,Skoda,Octavia,2025,33830,45770,39800,100
skoda-octavia,Skoda,Octavia,2024,29920,40480,35200,100
skoda-octavia,Skoda,Octavia,2023,26775,36225,31500,100
skoda-octavia,Skoda,Octavia,2022,23630,31970,27800,100
skoda-octavia,Skoda,Octavia,2021,20570,27830,24200,100
skoda-octavia,Skoda,Octavia,2020,18275,24725,21500,100
skoda-octavia,Skoda,Octavia,2019,16235,21965,19100,100
skoda-octavia,Skoda,Octavia,2018,14620,19780,17200,100
skoda-octavia,Skoda,Octavia,2017,13090,17710,15400,100
skoda-octavia,Skoda,Octavia,2016,11730,15870,13800,100
skoda-octavia,Skoda,Octavia,2015,10370,14030,12200,100
skoda-octavia,Skoda,Octavia,2014,9180,12420,10800,100
skoda-octavia,Skoda,Octavia,2013,7990,10810,9400,100
skoda-octavia,Skoda,Octavia,2012,6970,9430,8200,100
skoda-octavia,Skoda,Octavia,2011,6205,8395,7300,100
skoda-octavia,Skoda,Octavia,2010,5525,7475,6500,100
skoda-octavia,Skoda,Octavia,2009,4930,6670,5800,100
skoda-octavia,Skoda,Octavia,2008,4420,5980,5200,100
skoda-octavia,Skoda,Octavia,2007,3910,5290,4600,100
skoda-octavia,Skoda,Octavia,2006,3485,4715,4100,100
skoda-octavia,Skoda,Octavia,2005,3060,4140,3600,100
skoda-octavia,Skoda,Octavia,2004,2635,3565,3100,100
skoda-octavia,Skoda,Octavia,2003,2295,3105,2700,100
skoda-octavia,Skoda,Octavia,2002,2040,2760,2400,100
skoda-octavia,Skoda,Octavia,2001,1785,2415,2100,100
skoda-octavia,Skoda,Octavia,2000,1530,2070,1800,100
skoda-octavia,Skoda,Octavia,1999,1360,1840,1600,100
skoda-octavia,Skoda,Octavia,1998,1190,1610,1400,100
skoda-octavia,Skoda,Octavia,1997,1020,1380,1200,100
skoda-rapid,Skoda,Rapid,2019,10880,14720,12800,100
skoda-rapid,Skoda,Rapid,2018,9520,12880,11200,100
skoda-rapid,Skoda,Rapid,2017,8075,10925,9500,100
skoda-rapid,Skoda,Rapid,2016,6970,9430,8200,100
skoda-rapid,Skoda,Rapid,2015,6035,8165,7100,100
skoda-rapid,Skoda,Rapid,2014,5270,7130,6200,100
skoda-rapid,Skoda,Rapid,2013,4675,6325,5500,100
skoda-rapid,Skoda,Rapid,2012,4080,5520,4800,100
